mA,original_shape_SurfaceArea,original_shape_MeshVolume,original_ngtdm_Contrast,original_ngtdm_Busyness,original_firstorder_Mean,original_shape_Maximum3DDiameter,original_gldm_DependenceEntropy,original_gldm_DependenceVariance,original_shape_Sphericity,original_firstorder_Median,original_shape_Flatness,original_gldm_DependenceNonUniformityNormalized,original_glrlm_LongRunLowGrayLevelEmphasis,original_gldm_GrayLevelVariance,original_glszm_LowGrayLevelZoneEmphasis,original_glcm_DifferenceEntropy,original_shape_MajorAxisLength,original_glszm_ZonePercentage,original_firstorder_Variance,average_dose (mGy)
120.0,74350.6241133802,889344.340302719,0.0013850163524601,25.8208483101175,-74.7777944445933,184.427950417855,6.50445151823308,32.0650982762268,0.601514549360789,-82,0.461259185880208,0.0475684548697642,0.0450442025174197,1.96988334249831,0.0078863157778285,1.47886551316766,152.759733895136,0.0176948008464361,1179.25821850895,4.60864757686765
120.0,71620.271211788,644962.952509609,0.0044652563767351,76.0818923785562,-91.7419700372318,226.856982779094,6.66383865881338,37.0909389704569,0.504047357774236,-103,0.220023150745278,0.0441823498692151,0.394346476552802,2.26276764759883,0.0458378111552563,1.40384612475408,197.341246129501,0.0135925772708469,1362.27565060746,5.21935831806631
150.698795180723,87463.0845800159,1127383.60140312,0.0030216555509565,195.463289009573,-101.902304778653,225.652420627428,6.21090531626573,29.4633182690673,0.598926887830907,-106,0.295049853130295,0.0500053417375518,0.357161734622491,1.2511807775729,0.0853998527118929,1.32719729688019,197.534671886644,0.0174972099157902,729.712098242394,5.47824327411295
120.0,60468.4640453093,502910.520254004,0.0061634133594373,36.9335535573633,-63.5216831176705,195.30647635804,7.10115763705753,32.1631037282182,0.505765266688395,-75,0.294007016166567,0.0494196537032427,0.212350119532104,3.70365126097211,0.0368452023003401,1.69437651009109,158.318560677654,0.0158384328287517,2278.87109360347,5.91995426042476
285.7375,111818.989356453,2060747.91570567,0.0029014398380929,185.001187712194,-111.778867460182,231.906138659512,6.13067952837918,28.6966661536987,0.700355388808486,-110,0.494833627263578,0.0506004623359476,0.0733667311435134,1.03330871412185,0.0141777791886159,1.35109862376172,201.544479245849,0.0176065948401482,592.992008208076,10.8657337483032
120.0,64246.0204933953,458405.762283432,0.0047091526013695,51.4964098003768,-92.4601668762144,214.541310698212,6.71763963563804,38.6473446797267,0.44751191687296,-106,0.200829788569974,0.0433347191930528,0.433434364350679,2.66213099925363,0.0426385510921196,1.41540967848969,190.666119850983,0.0121884059476927,1612.74297373954,5.65361854549611
120.0,75303.9431737266,939949.230344584,0.0054442772453048,141.670589020079,-84.059313526668,198.944239231521,6.52644253914843,31.0371005542682,0.616220304533333,-92,0.422503390860885,0.0483977103455798,0.282876554145684,1.96438777210272,0.0519891292029425,1.38784301174276,158.61470923779,0.0149766781585885,1174.16894692279,4.58799234135064
120.0,63563.9096723489,593992.48767012,0.0044367223022551,101.608777786393,-97.4315037177852,197.067368354969,6.47000092518876,42.2407088621661,0.537601936308145,-110,0.240022666756754,0.041558182091381,0.989473165954193,2.39899700298631,0.135234086994735,1.38274617785791,168.601556413157,0.0104675505931612,1447.95675679186,5.37809732406093
120.0,58142.9568277507,499232.12253495,0.0030251747620139,62.8951567317373,-101.507381218211,186.809405561098,6.51298729678024,38.7331656585726,0.523426080869415,-110,0.270305605338604,0.0431697083394725,0.508101961623689,1.89978705371879,0.058589260499977,1.36611929233968,156.166965340011,0.0127012300439915,1127.77756663735,5.29681488282614
120.0,44646.2542353007,231950.098721828,0.0030679982756709,7.98254038616839,-67.8212834417431,183.321928360534,6.90702459381658,29.2108745375561,0.408911010121012,-80,0.225179878594178,0.0510479168075927,0.0275562534888885,3.35033161724246,0.0060644966202912,1.63735741761327,162.806442958994,0.020748096473101,2039.65409287312,6.24685519193376
